Street;Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Number of Reviews;Reviews per Month
Embajadores, Madrid, Community of Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.41153011838519;-3.699984120365338;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;592.0;50.0;;25.0;2;15;2;80;1.85
Malasaña, Madrid, 28004, Spain;Malasaña;Madrid;28004;Spain;40.42360206933016;-3.702580531839819;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;646.0;68.0;150.0;20.0;4;15;2;250;5.63
La Latina, Madrid, Community of Madrid 28005, Spain;La Latina;Madrid;28005;Spain;40.40994164569912;-3.7103658621472535;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;549.0;60.0;100.0;30.0;2;15;1;126;2.6
Puente de Vallecas, Madrid, Madrid 28053, Spain;Puente de Vallecas;Madrid;28053;Spain;40.39224091334802;-3.663783164122559;Apartment;Private room;2;1.0;1.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Shampoo;646.0;45.0;100.0;15.0;2;15;2;3;0.06
Embajadores, Madrid, Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.408583454395504;-3.701371481012608;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo;646.0;67.0;;20.0;2;15;3;119;2.2
Goya, Madrid, Madrid 28001, Spain;Goya;Madrid;28001;Spain;40.42460117815197;-3.679276921232632;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials;700.0;100.0;;;1;0;3;126;2.37
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.41515719356404;-3.707310638370718;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;603.0;85.0;100.0;55.0;2;15;3;129;1.92
Argüelles, Madrid, Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;40.4255290337735;-3.713314385589907;Apartment;Entire home/apt;6;2.0;2.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;85.0;119.0;200.0;48.0;2;11;4;11;0.36
Malasaña, Madrid, Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42482147260271;-3.7058152677278176;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;Wireless Internet,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;40.0;76.0;200.0;32.0;2;11;4;15;0.5
Vicálvaro, Madrid, Madrid 28032, Spain;Vicálvaro;Madrid;28032;Spain;40.408242977864056;-3.6121890849894696;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Buzzer/wireless intercom,Heating,Washer;75.0;20.0;;;1;12;4;0;
Palacio, Madrid, Madrid 28013, Spain;Palacio;Madrid;28013;Spain;40.41635301883989;-3.709860970361897;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;592.0;48.0;;45.0;1;10;2;17;2.51
San Blas, Madrid, Community of Madrid 28037, Spain;San Blas;Madrid;28037;Spain;40.42712684703389;-3.61578426889224;House;Entire home/apt;12;3.0;5.0;5.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;1356.0;200.0;500.0;100.0;1;10;1;0;
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.41587692768171;-3.702000986821528;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;82.0;200.0;32.0;2;11;4;12;0.21
La Chopera, Madrid, Madrid 28045, Spain;La Chopera;Madrid;28045;Spain;40.39817743380029;-3.70024999176062;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_50;161.0;30.0;;5.0;1;10;6;4;0.11
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.41644448481897;-3.7022248644723184;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;82.0;200.0;32.0;2;11;4;74;1.35
La Latina, Madrid, Madrid 28005, Spain;La Latina;Madrid;28005;Spain;40.40862414919823;-3.707648835483386;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo;431.0;75.0;;;1;0;2;114;1.8
Malasaña, Madrid, Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42524049908436;-3.705042821360965;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;81.0;200.0;32.0;2;11;4;7;0.24
Cortes, Madrid, Madrid 28014, Spain;Cortes;Madrid;28014;Spain;40.41393038284115;-3.697898218392503;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Essentials,Shampoo;100.0;20.0;;;1;0;2;103;1.74
Sol, Madrid, Community of Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.41805009644777;-3.7076542092099074;Apartment;Entire home/apt;12;4.0;4.0;8.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron;1238.0;250.0;400.0;;6;10;2;37;1.22
Embajadores, Madrid, Community of Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.41254132675376;-3.7021412845494135;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Family/kid friendly,Washer,Dryer;969.0;60.0;;;1;0;1;1;0.16
La Latina, Madrid, Community of Madrid 28005, Spain;La Latina;Madrid;28005;Spain;40.41182110110584;-3.709931002519171;Apartment;Entire home/apt;4;1.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;484.0;70.0;;;2;15;5;12;0.22
Carabanchel, Madrid, Community of Madrid 28025, Spain;Carabanchel;Madrid;28025;Spain;40.38808178032552;-3.734556443710437;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Essentials,Shampoo;151.0;35.0;;;1;0;2;1;0.04
San Blas, Madrid, Madrid 28037, Spain;San Blas;Madrid;28037;Spain;40.42180654781824;-3.612298494430641;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;151.0;20.0;;;1;10;1;8;0.15
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42512627663513;-3.704265369783421;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;323.0;54.0;;15.0;1;0;1;65;1.37
La Latina, Madrid, Community of Madrid 28005, Spain;La Latina;Madrid;28005;Spain;40.41205745086388;-3.709148993063115;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;TV,Cable TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;592.0;72.0;200.0;25.0;2;20;2;119;2.79
La Latina, Madrid, Community of Madrid 28005, Spain;La Latina;Madrid;28005;Spain;40.40817618131717;-3.708962550974965;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;409.0;85.0;150.0;25.0;3;10;4;126;2.91
