Street;Neighbourhood;City;Zipcode;Country;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Location;Cancellation Policy;Reviews per Month
Sol, Madrid, Community of Madrid 28005, Spain;Sol;Madrid;28005;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;58.0;90.0;20.0;1;0;1;4;11;22;99;282;10.0;strict;6.33
Malasaña, Madrid, Community of Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;69.0;100.0;39.0;2;19;1;16;42;72;335;15;9.0;moderate;0.47
Madrid, Comunidad de Madrid 28008, Spain;;Madrid;28008;Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry;;85.0;100.0;24.0;2;15;1;8;27;50;319;35;10.0;strict;4.29
Guindalera, Madrid, Comunidad de Madrid 28028, Spain;Guindalera;Madrid;28028;Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;18.0;;;1;17;1;9;22;52;327;31;9.0;strict;3.14
Lista, Madrid, Comunidad de Madrid 28006, Spain;Lista;Madrid;28006;Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;29.0;100.0;40.0;1;15;2;9;32;62;337;18;10.0;strict;0.51
Sol, Madrid, Comunidad de Madrid 28013, Spain;Sol;Madrid;28013;Spain;Condominium;Entire home/apt;4;1.0;1.0;2.0;Pull-out Sofa;Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry;;90.0;200.0;30.0;2;15;1;11;38;68;190;58;10.0;strict;6.3
Pacifico, Madrid, Comunidad de Madrid 28007, Spain;Pacifico;Madrid;28007;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;30.0;;;1;0;1;9;39;69;69;1;8.0;flexible;0.16
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Washer,Lock on bedroom door,Hangers,translation missing: en.hosting_amenity_49,Private living room;;38.0;200.0;30.0;1;0;7;0;0;6;37;0;;strict;
Justicia, Madrid, Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;0.0;99.0;100.0;55.0;2;15;4;3;10;16;250;100;10.0;strict;1.51
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;115.0;400.0;30.0;1;0;30;8;25;55;330;7;10.0;moderate;0.56
Carabanchel, Madrid, Comunidad de Madrid 28019, Spain;Carabanchel;Madrid;28019;Spain;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;37.0;;30.0;1;10;2;12;37;59;149;3;9.0;strict;2.25
Malasaña, Madrid, Comunidad de Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;59.0;150.0;6.0;1;15;1;27;57;87;362;1;10.0;strict;0.09
Madrid, Community of Madrid 28004, Spain;;Madrid;28004;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Laptop friendly workspace;;18.0;;15.0;1;15;3;0;0;0;275;14;10.0;strict;0.46
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;78.0;300.0;39.0;2;0;2;8;25;46;150;43;10.0;strict;1.71
Madrid, Comunidad de Madrid 28007, Spain;;Madrid;28007;Spain;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;46.0;;;2;12;2;10;31;53;327;32;9.0;flexible;2.18
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Condominium;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;45.0;;20.0;1;0;3;9;25;52;117;35;10.0;moderate;2.08
Cortes, Madrid, Comunidad de Madrid 28012, Spain;Cortes;Madrid;28012;Spain;Apartment;Entire home/apt;4;2.0;1.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo;;98.0;;;2;25;2;7;11;18;195;0;;strict;
Embajadores, Madrid, Community of Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron;;60.0;180.0;20.0;3;10;2;2;15;25;179;145;9.0;strict;3.91
Palacio, Madrid, Comunidad de Madrid 28013, Spain;Palacio;Madrid;28013;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;125.0;200.0;50.0;1;0;3;5;7;8;216;35;10.0;strict;1.42
Acacias, Madrid, Madrid 28005, Spain;Acacias;Madrid;28005;Spain;House;Private room;1;;1.0;;Real Bed;;;40.0;;;1;0;1;30;60;90;365;2;10.0;flexible;0.29
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;90.0;200.0;50.0;2;10;2;9;26;50;315;3;10.0;flexible;0.14
Sol, Madrid, Comunidad de Madrid 28012, Spain;Sol;Madrid;28012;Spain;Apartment;Entire home/apt;6;1.0;2.0;2.0;Real Bed;TV,Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Safety card,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;125.0;150.0;40.0;4;20;2;6;20;29;196;57;10.0;moderate;4.21
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;55.0;150.0;20.0;2;10;2;16;43;73;163;3;10.0;moderate;3.0
Sol, Madrid, Comunidad de Madrid 28012, Spain;Sol;Madrid;28012;Spain;Apartment;Entire home/apt;10;2.0;2.0;8.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;98.0;300.0;50.0;1;24;2;17;38;63;336;50;10.0;strict;1.39
Argüelles, Madrid, Comunidad de Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;Apartment;Entire home/apt;5;2.0;3.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;125.0;;30.0;1;0;4;5;11;15;205;79;10.0;flexible;3.14
Berruguete, Madrid, Comunidad de Madrid 28039, Spain;Berruguete;Madrid;28039;Spain;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Kitchen,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;;5.0;1;0;1;30;60;90;365;4;9.0;flexible;0.22
Rios Rosas, Madrid, Comunidad de Madrid 28003, Spain;Rios Rosas;Madrid;28003;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Laptop friendly workspace;;45.0;;;1;0;3;1;1;1;178;28;10.0;moderate;1.09
Madrid, Comunidad de Madrid 28008, Spain;;Madrid;28008;Spain;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Hair dryer;;135.0;;30.0;1;0;1;0;0;0;90;7;8.0;strict;0.7
Trafalgar, Madrid, Comunidad de Madrid 28004, Spain;Trafalgar;Madrid;28004;Spain;Apartment;Entire home/apt;8;3.5;4.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;280.0;700.0;180.0;6;0;3;9;25;45;320;7;10.0;strict;0.63
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Pull-out Sofa;TV,Internet,Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;;56.0;150.0;20.0;1;0;1;1;3;8;80;23;10.0;moderate;6.22
Madrid, Comunidad de Madrid 28002, Spain;;Madrid;28002;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pets allowed,Pets live on this property,Dog(s),Elevator in building,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_50;;29.0;;10.0;1;0;1;5;12;39;39;51;9.0;strict;2.24
Madrid, Comunidad de Madrid 28010, Spain;;Madrid;28010;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,translation missing: en.hosting_amenity_49;;25.0;;20.0;2;15;1;3;33;63;338;2;8.0;strict;0.07
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Buzzer/wireless intercom,Heating,Essentials;;80.0;;20.0;1;0;1;0;0;0;0;2;10.0;moderate;0.1
Madrid, Community of Madrid, Spain;;Madrid;;Spain;Apartment;Private room;3;2.0;1.0;2.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace;;25.0;;10.0;2;15;1;8;38;68;68;3;9.0;flexible;0.4
Madrid, Comunidad de Madrid 28020, Spain;;Madrid;28020;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;;;30.0;;;1;0;3;28;58;88;363;2;8.0;flexible;0.12
Sol, Madrid, Community of Madrid 28013, Spain;Sol;Madrid;28013;Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo;;75.0;;;1;0;2;4;15;45;45;5;10.0;flexible;0.17
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;1;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;50.0;;;1;0;7;0;0;0;189;0;;flexible;
Malasaña, Madrid, Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;7;2.0;3.0;6.0;Pull-out Sofa;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials;;215.0;200.0;50.0;4;10;3;11;31;51;318;23;10.0;strict;0.39
Madrid, 28014, Spain;;Madrid;28014;Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;75.0;150.0;50.0;2;0;2;2;7;13;278;59;10.0;strict;5.75
Cortes, Madrid, Comunidad de Madrid 28014, Spain;Cortes;Madrid;28014;Spain;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials;;140.0;200.0;60.0;2;20;28;0;0;11;286;1;8.0;strict;0.08
Palacio, Madrid, Community of Madrid 28013, Spain;Palacio;Madrid;28013;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;75.0;150.0;30.0;2;10;3;0;19;29;295;28;10.0;strict;0.66
Moncloa, Madrid, Comunidad de Madrid 28011, Spain;Moncloa;Madrid;28011;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;35.0;;;1;0;2;30;60;90;365;0;;flexible;
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron;;55.0;100.0;25.0;2;20;2;6;16;31;306;104;9.0;moderate;2.81
Madrid, Comunidad de Madrid 28013, Spain;;Madrid;28013;Spain;Condominium;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;51.0;;;2;0;3;4;7;16;283;46;10.0;moderate;6.8
Goya, Madrid, Comunidad de Madrid 28001, Spain;Goya;Madrid;28001;Spain;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;160.0;250.0;49.0;4;10;2;5;16;30;251;10;10.0;strict;0.88
Guindalera, Madrid, Comunidad de Madrid 28028, Spain;Guindalera;Madrid;28028;Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,First aid kit,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron;;48.0;100.0;18.0;1;10;1;30;60;90;90;1;10.0;flexible;0.06
Malasaña, Madrid, Community of Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer;;69.0;;;1;0;3;15;45;75;350;18;9.0;strict;0.51
Madrid, Comunidad de Madrid 28005, Spain;;Madrid;28005;Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;90.0;;;1;0;2;16;46;76;351;12;10.0;strict;0.64
Madrid, Comunidad de Madrid 28010, Spain;;Madrid;28010;Spain;Other;Entire home/apt;6;1.0;3.0;4.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;145.0;;;1;0;2;14;36;51;326;7;10.0;moderate;2.14
Madrid, Comunidad de Madrid 28013, Spain;;Madrid;28013;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Heating,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;39.0;;;1;18;2;5;12;17;17;9;10.0;moderate;2.41
Carabanchel, Madrid, Comunidad de Madrid 28019, Spain;Carabanchel;Madrid;28019;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;10.0;1;0;1;29;59;89;89;0;;flexible;
Madrid, Community of Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;21.0;;15.0;1;5;10;0;0;6;281;0;;strict;
Delicias, Madrid, Comunidad de Madrid 28045, Spain;Delicias;Madrid;28045;Spain;House;Private room;4;2.5;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Washer,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;21.0;450.0;30.0;1;23;90;28;58;88;363;0;;strict;
Cortes, Madrid, Comunidad de Madrid 28014, Spain;Cortes;Madrid;28014;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;;20.0;1;0;2;5;12;16;275;24;10.0;moderate;2.25
Barajas, Madrid, Comunidad de Madrid 28042, Spain;Barajas;Madrid;28042;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Elevator in building,Heating,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;21.0;;;1;0;1;17;47;77;77;24;10.0;flexible;8.37
Madrid , Madrid 28001, Spain;;Madrid;28001;Spain;House;Entire home/apt;6;3.0;3.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Family/kid friendly,Washer,Essentials,Hangers;;700.0;;;1;0;1;29;59;89;364;0;;flexible;
Ciudad Lineal, Madrid, Community of Madrid 28017, Spain;Ciudad Lineal;Madrid;28017;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Shampoo;;18.0;150.0;;1;0;1;0;0;5;31;1;10.0;moderate;0.03
Carabanchel, Madrid, Comunidad de Madrid 28019, Spain;Carabanchel;Madrid;28019;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Private entrance;;48.0;;12.0;2;8;2;7;16;16;16;21;9.0;moderate;2.09
